scorer,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
128,424.788,144.824,1.0,422.534,154.9,1.0,410.42,173.839,1.0,342.491,139.69,1.0,348.268,138.658,1.0,379.822,132.95,1.0
129,426.639,147.334,1.0,423.463,155.718,1.0,410.214,174.341,1.0,342.504,139.453,1.0,347.998,138.591,1.0,379.771,132.852,1.0
130,426.628,147.321,1.0,423.461,155.717,1.0,410.22,174.345,1.0,342.494,139.457,1.0,348.095,138.545,1.0,379.791,132.851,1.0
131,427.84,147.967,1.0,423.779,155.787,1.0,410.106,174.437,1.0,342.517,139.805,1.0,348.043,138.614,1.0,380.153,132.939,1.0
132,427.656,148.401,1.0,423.931,156.502,1.0,409.771,174.057,1.0,342.298,139.768,1.0,348.534,138.214,1.0,380.584,132.841,1.0
133,342.255,139.933,1.0,352.92,138.245,1.0,380.57,132.686,1.0,428.348,148.812,1.0,424.156,156.454,1.0,409.973,174.223,1.0
134,342.243,140.249,1.0,352.764,138.52,1.0,380.926,132.235,1.0,428.933,149.163,1.0,424.225,156.554,1.0,410.099,174.133,1.0
135,342.299,139.52,1.0,352.908,138.046,1.0,380.79,132.526,1.0,429.16,149.296,1.0,424.332,156.835,1.0,410.363,174.2,1.0
136,342.3,139.52,1.0,352.912,138.048,1.0,380.795,132.521,1.0,429.145,149.294,1.0,424.333,156.825,1.0,410.367,174.196,1.0
137,341.688,138.694,1.0,353.382,138.082,1.0,381.065,132.377,1.0,429.752,149.436,1.0,424.482,156.862,1.0,410.502,174.448,1.0
138,341.674,138.088,1.0,352.831,138.315,1.0,381.246,132.864,1.0,430.244,149.878,1.0,425.213,157.587,1.0,410.363,174.434,1.0
139,341.327,137.324,1.0,354.02,137.614,1.0,380.943,133.393,1.0,432.103,151.345,1.0,425.544,158.574,1.0,410.735,174.764,1.0
140,341.544,137.459,1.0,353.427,137.695,1.0,380.983,133.493,1.0,430.151,151.216,1.0,425.197,158.86,1.0,410.487,174.716,1.0
141,341.386,136.084,1.0,352.703,137.206,1.0,380.925,133.594,1.0,432.426,151.123,1.0,424.596,158.226,1.0,410.452,174.732,1.0
142,341.394,136.086,1.0,352.697,137.207,1.0,380.913,133.589,1.0,432.419,151.123,1.0,424.608,158.246,1.0,410.45,174.708,1.0
143,341.081,135.288,1.0,352.385,136.829,1.0,380.992,133.436,1.0,430.392,150.664,1.0,424.849,158.142,1.0,410.518,174.615,1.0
144,338.672,136.909,1.0,351.902,136.339,1.0,380.623,133.414,1.0,432.537,151.339,1.0,424.883,158.43,1.0,410.472,174.656,1.0
145,339.298,135.863,1.0,352.537,135.505,1.0,380.966,133.226,1.0,432.35,151.42,1.0,425.058,158.488,1.0,410.67,174.518,1.0
146,339.418,136.197,1.0,352.368,135.565,1.0,380.893,133.284,1.0,432.971,151.602,1.0,425.603,158.625,1.0,410.635,174.587,1.0
147,339.289,136.15,1.0,352.449,135.392,1.0,380.644,133.347,1.0,433.02,151.668,1.0,425.782,158.641,1.0,410.631,174.406,1.0
148,339.265,136.123,1.0,352.456,135.367,1.0,380.657,133.244,1.0,433.036,151.657,1.0,425.787,158.638,1.0,410.671,174.42,1.0
149,339.197,135.566,1.0,352.266,135.362,1.0,380.296,133.339,1.0,433.343,151.517,1.0,426.06,158.764,1.0,410.698,174.699,1.0
150,339.085,135.607,1.0,351.851,132.829,1.0,380.11,133.463,1.0,434.059,151.333,1.0,425.988,158.46,1.0,410.778,174.789,1.0
151,339.453,134.994,1.0,351.899,132.516,1.0,380.219,133.514,1.0,433.014,151.632,1.0,426.515,159.351,1.0,410.965,174.845,1.0
152,339.518,135.046,1.0,352.021,132.415,1.0,380.458,133.55,1.0,432.795,151.764,1.0,426.412,159.808,1.0,410.892,174.9,1.0
153,339.512,135.767,1.0,352.189,132.563,1.0,380.754,133.676,1.0,433.316,151.131,1.0,426.553,159.662,1.0,411.086,174.957,1.0
154,339.513,135.766,1.0,352.195,132.561,1.0,380.752,133.674,1.0,433.279,151.169,1.0,426.557,159.711,1.0,411.068,174.946,1.0
155,339.798,135.776,1.0,351.587,135.184,1.0,380.794,133.787,1.0,433.232,151.442,1.0,426.572,159.834,1.0,410.951,174.86,1.0
156,340.112,135.451,1.0,351.378,135.357,1.0,380.693,133.979,1.0,432.678,151.754,1.0,426.463,160.0,1.0,411.091,174.988,1.0
157,340.038,135.434,1.0,351.36,135.188,1.0,380.668,133.745,1.0,432.87,151.997,1.0,426.979,160.064,1.0,410.754,174.733,1.0
158,340.258,136.379,1.0,351.888,135.637,1.0,380.905,134.078,1.0,432.38,152.632,1.0,426.613,160.524,1.0,410.433,174.72,1.0
159,339.922,136.369,1.0,352.583,135.732,1.0,380.764,134.228,1.0,432.956,153.275,1.0,426.872,160.206,1.0,410.596,174.68,1.0
160,339.925,136.354,1.0,352.585,135.735,1.0,380.758,134.231,1.0,432.956,153.282,1.0,426.87,160.205,1.0,410.599,174.685,1.0
161,340.073,136.215,1.0,352.162,135.697,1.0,381.011,134.304,1.0,432.487,153.403,1.0,426.542,160.366,1.0,410.407,174.753,1.0
162,340.211,135.935,1.0,351.376,135.676,1.0,380.537,134.355,1.0,433.052,153.933,1.0,426.868,160.135,1.0,410.612,174.887,1.0
163,340.798,134.408,1.0,351.926,135.327,1.0,380.416,134.441,1.0,433.099,153.408,1.0,426.881,160.186,1.0,410.9,175.048,1.0
164,340.585,134.364,1.0,351.888,135.479,1.0,380.654,134.354,1.0,432.477,153.281,1.0,426.653,160.138,1.0,410.744,174.675,1.0
165,340.524,134.435,1.0,352.352,135.685,1.0,380.755,134.334,1.0,432.923,152.903,1.0,426.634,160.073,1.0,410.519,174.718,1.0
166,340.528,134.445,1.0,352.35,135.687,1.0,380.755,134.336,1.0,432.913,152.906,1.0,426.63,160.075,1.0,410.521,174.719,1.0
167,341.109,133.91,1.0,352.103,135.488,1.0,380.543,134.148,1.0,432.806,152.633,1.0,426.4,160.01,1.0,410.475,174.696,1.0
168,341.313,134.5,1.0,351.231,135.41,1.0,380.41,134.406,1.0,432.222,153.002,1.0,426.366,160.278,1.0,411.034,174.83,1.0
169,341.125,133.913,1.0,351.168,134.982,1.0,380.702,134.339,1.0,432.206,153.083,1.0,426.463,160.198,1.0,410.763,174.596,1.0
170,340.905,133.128,1.0,351.763,132.311,1.0,380.689,134.277,1.0,432.429,153.071,1.0,426.609,160.359,1.0,410.998,174.677,1.0
171,340.774,132.73,1.0,351.466,132.165,1.0,380.116,134.242,1.0,432.178,152.914,1.0,426.497,160.147,1.0,410.697,174.942,1.0
172,340.77,132.747,1.0,351.457,132.178,1.0,380.129,134.244,1.0,432.176,152.911,1.0,426.491,160.142,1.0,410.698,174.94,1.0
173,341.1,131.975,1.0,351.744,131.677,1.0,380.624,134.294,1.0,431.816,152.968,1.0,425.908,160.264,1.0,410.658,175.012,1.0
174,340.491,131.673,1.0,351.9,131.488,1.0,380.436,134.378,1.0,431.994,153.306,1.0,425.998,160.045,1.0,410.484,175.063,1.0
175,340.636,131.586,1.0,351.83,131.282,1.0,380.419,134.478,1.0,431.99,152.661,1.0,425.814,159.949,1.0,410.606,175.09,1.0
176,340.36,131.047,1.0,351.873,130.576,1.0,380.326,134.547,1.0,431.986,152.956,1.0,425.687,159.928,1.0,410.521,175.183,1.0
177,339.94,131.097,1.0,351.78,130.519,1.0,379.907,134.256,1.0,431.755,153.449,1.0,426.144,160.378,1.0,410.711,175.317,1.0
178,339.955,131.104,1.0,351.787,130.51,1.0,379.911,134.274,1.0,431.742,153.433,1.0,426.227,160.378,1.0,410.726,175.227,1.0
179,339.681,131.12,1.0,352.378,130.345,1.0,379.77,134.281,1.0,432.892,153.633,1.0,426.832,160.105,1.0,410.596,175.272,1.0
180,339.474,130.733,1.0,352.949,130.366,1.0,379.442,134.282,1.0,432.565,153.606,1.0,425.892,160.363,1.0,410.433,175.552,1.0
181,432.251,153.477,1.0,426.053,160.465,1.0,410.279,175.295,1.0,339.287,130.583,1.0,353.158,130.027,1.0,379.676,134.469,1.0
182,432.356,152.76,1.0,425.76,160.35,1.0,410.286,175.271,1.0,339.209,131.131,1.0,352.99,130.692,1.0,379.812,134.625,1.0
183,339.293,130.409,1.0,352.348,129.711,1.0,379.802,134.793,1.0,431.836,152.745,1.0,425.5,160.037,1.0,410.429,175.314,1.0
184,339.312,130.385,1.0,352.35,129.694,1.0,379.8,134.791,1.0,431.835,152.749,1.0,425.499,160.036,1.0,410.418,175.309,1.0
185,339.709,130.375,1.0,352.695,130.06,1.0,379.65,134.727,1.0,431.904,152.388,1.0,425.749,159.926,1.0,410.353,175.137,1.0
186,340.066,130.665,1.0,350.439,133.196,1.0,379.478,134.503,1.0,430.05,151.541,1.0,425.245,160.087,1.0,410.538,174.988,1.0
187,340.185,130.876,1.0,350.493,133.287,1.0,379.51,134.475,1.0,431.836,151.799,1.0,425.518,160.176,1.0,410.881,175.347,1.0
188,339.961,131.02,1.0,352.751,130.773,1.0,379.422,134.45,1.0,431.699,152.025,1.0,426.284,160.224,1.0,410.877,175.318,1.0
189,340.439,131.338,1.0,352.435,130.638,1.0,379.708,134.738,1.0,431.621,152.72,1.0,426.526,160.17,1.0,410.863,175.32,1.0
190,340.439,131.339,1.0,352.435,130.639,1.0,379.707,134.736,1.0,431.621,152.72,1.0,426.525,160.171,1.0,410.861,175.318,1.0
191,340.413,131.563,1.0,352.25,131.049,1.0,379.789,134.598,1.0,431.848,152.49,1.0,426.627,160.133,1.0,410.561,175.158,1.0
192,340.482,132.349,1.0,352.609,131.412,1.0,379.744,134.478,1.0,431.618,152.149,1.0,426.264,159.974,1.0,410.63,175.078,1.0
193,340.473,132.289,1.0,352.131,131.724,1.0,379.571,134.608,1.0,431.697,152.644,1.0,426.762,159.915,1.0,410.667,174.988,1.0
194,340.59,131.955,1.0,352.493,131.456,1.0,380.287,134.545,1.0,431.743,152.922,1.0,426.581,160.027,1.0,410.339,174.721,1.0
195,340.459,132.514,1.0,352.131,131.405,1.0,379.946,134.529,1.0,431.391,152.569,1.0,426.638,160.29,1.0,410.229,174.846,1.0
196,340.519,132.404,1.0,352.026,131.403,1.0,379.935,134.499,1.0,431.391,152.574,1.0,426.638,160.292,1.0,410.231,174.847,1.0
197,340.176,133.355,1.0,351.417,132.074,1.0,379.303,134.564,1.0,431.493,151.729,1.0,426.656,160.215,1.0,410.222,174.732,1.0
198,340.198,132.652,1.0,352.021,131.685,1.0,379.858,134.57,1.0,431.72,152.815,1.0,426.913,160.031,1.0,410.274,174.792,1.0
199,340.021,132.584,1.0,352.284,131.557,1.0,379.91,135.025,1.0,433.7,151.838,1.0,427.677,160.139,1.0,410.347,174.802,1.0
200,340.205,132.475,1.0,352.409,131.619,1.0,380.346,134.868,1.0,434.181,152.538,1.0,428.25,160.367,1.0,410.575,174.907,1.0
201,339.919,132.488,1.0,352.601,131.455,1.0,379.51,134.957,1.0,435.122,153.899,1.0,428.623,160.63,1.0,410.614,174.916,1.0
202,339.917,132.49,1.0,352.598,131.46,1.0,379.51,134.959,1.0,435.122,153.896,1.0,428.62,160.632,1.0,410.609,174.918,1.0
203,339.915,132.903,1.0,351.626,134.355,1.0,379.976,134.973,1.0,434.648,153.958,1.0,428.079,160.532,1.0,410.734,175.082,1.0
204,340.503,132.787,1.0,352.441,132.238,1.0,379.79,135.022,1.0,434.138,152.036,1.0,428.2,160.345,1.0,411.641,175.213,1.0
205,340.267,132.518,1.0,352.362,132.206,1.0,379.661,134.727,1.0,433.784,153.783,1.0,428.015,160.137,1.0,411.466,175.008,1.0
206,339.766,131.896,1.0,352.678,131.804,1.0,380.213,134.842,1.0,433.524,153.71,1.0,428.333,159.949,1.0,411.302,174.723,1.0
207,339.695,133.109,1.0,351.498,134.703,1.0,380.172,134.762,1.0,434.174,153.177,1.0,428.014,159.922,1.0,411.739,175.09,1.0
208,339.702,133.115,1.0,351.479,134.732,1.0,380.124,134.728,1.0,434.173,153.179,1.0,428.013,159.924,1.0,411.75,175.099,1.0
209,339.414,133.88,1.0,351.552,134.618,1.0,380.119,134.482,1.0,434.399,152.279,1.0,427.641,159.385,1.0,411.794,175.281,1.0
210,339.47,133.144,1.0,352.831,131.95,1.0,380.101,134.317,1.0,433.745,152.035,1.0,427.233,159.515,1.0,411.192,174.824,1.0
211,339.529,132.827,1.0,352.605,131.681,1.0,379.964,134.51,1.0,433.418,151.403,1.0,427.685,159.336,1.0,411.777,174.965,1.0
212,339.404,132.657,1.0,352.69,131.546,1.0,379.905,134.442,1.0,433.529,151.986,1.0,428.279,159.473,1.0,411.903,174.879,1.0
213,339.417,132.729,1.0,352.039,131.746,1.0,379.469,134.336,1.0,434.767,152.245,1.0,428.92,159.941,1.0,411.186,174.721,1.0
214,339.416,132.735,1.0,352.036,131.748,1.0,379.47,134.339,1.0,434.767,152.247,1.0,428.92,159.941,1.0,411.195,174.728,1.0
215,339.567,132.507,1.0,352.064,131.609,1.0,379.221,134.016,1.0,434.188,153.405,1.0,428.913,160.167,1.0,411.193,174.641,1.0
216,339.934,132.914,1.0,351.26,132.107,1.0,379.117,134.09,1.0,434.27,152.847,1.0,428.204,160.2,1.0,411.407,174.775,1.0
217,339.652,132.8,1.0,352.011,131.867,1.0,379.498,134.159,1.0,434.379,152.916,1.0,427.929,160.092,1.0,411.195,174.561,1.0
218,339.62,133.364,1.0,352.303,131.804,1.0,379.673,134.437,1.0,434.059,153.334,1.0,427.507,159.743,1.0,411.11,174.712,1.0
219,339.869,134.171,1.0,351.575,135.866,1.0,380.124,133.996,1.0,434.084,153.693,1.0,427.465,159.869,1.0,411.043,174.705,1.0
220,339.863,134.171,1.0,351.573,135.864,1.0,380.122,133.997,1.0,434.082,153.692,1.0,427.466,159.867,1.0,411.04,174.702,1.0
221,339.312,135.517,1.0,351.74,133.155,1.0,379.954,133.963,1.0,433.763,153.232,1.0,427.393,159.784,1.0,411.069,174.694,1.0
222,339.085,136.174,1.0,351.412,133.495,1.0,379.823,133.907,1.0,433.276,153.755,1.0,427.404,160.018,1.0,411.252,174.913,1.0
223,338.818,137.039,1.0,350.593,134.456,1.0,379.679,133.645,1.0,434.333,151.204,1.0,428.02,159.753,1.0,410.902,174.488,1.0
224,338.88,137.386,1.0,350.652,134.224,1.0,379.573,133.418,1.0,434.448,152.018,1.0,428.238,160.013,1.0,410.922,174.658,1.0
225,338.944,137.347,1.0,350.805,134.259,1.0,380.008,133.297,1.0,434.903,152.058,1.0,428.27,160.016,1.0,410.674,174.524,1.0
226,338.943,137.348,1.0,350.776,134.293,1.0,379.971,133.245,1.0,434.726,151.986,1.0,428.231,159.938,1.0,410.716,174.554,1.0
227,338.965,137.548,1.0,350.696,133.901,1.0,379.929,133.316,1.0,434.28,153.421,1.0,427.84,159.49,1.0,410.935,174.698,1.0
228,338.604,137.306,1.0,350.39,134.316,1.0,379.826,133.38,1.0,433.743,152.914,1.0,427.75,159.549,1.0,411.27,174.896,1.0
229,339.035,137.056,1.0,350.108,134.317,1.0,379.762,134.035,1.0,433.65,153.187,1.0,427.473,159.971,1.0,411.437,175.006,1.0
230,339.332,136.756,1.0,351.06,133.82,1.0,379.585,133.572,1.0,433.474,152.718,1.0,427.513,159.79,1.0,411.178,174.847,1.0
231,339.13,136.469,1.0,351.274,133.797,1.0,379.623,133.753,1.0,433.128,152.593,1.0,427.304,159.735,1.0,411.143,174.869,1.0
232,339.132,136.468,1.0,351.277,133.798,1.0,379.623,133.754,1.0,433.126,152.588,1.0,427.301,159.735,1.0,411.143,174.871,1.0
233,339.022,136.763,1.0,351.418,133.663,1.0,379.352,133.83,1.0,433.019,152.268,1.0,427.431,159.617,1.0,411.164,174.978,1.0
234,338.887,136.621,1.0,351.084,133.777,1.0,379.566,133.853,1.0,432.833,152.19,1.0,427.613,159.353,1.0,411.388,174.882,1.0
235,339.067,135.48,1.0,351.12,133.703,1.0,379.975,133.807,1.0,433.561,152.498,1.0,427.315,159.79,1.0,410.684,174.856,1.0
236,339.23,135.23,1.0,351.225,133.396,1.0,380.581,134.037,1.0,433.569,152.333,1.0,427.119,159.777,1.0,410.68,174.668,1.0
237,340.068,134.569,1.0,351.152,133.424,1.0,380.826,134.116,1.0,433.416,152.63,1.0,427.61,159.76,1.0,410.627,174.716,1.0
238,340.057,134.509,1.0,351.082,133.408,1.0,380.802,134.104,1.0,433.409,152.617,1.0,427.617,159.743,1.0,410.647,174.715,1.0
239,339.971,134.523,1.0,352.123,133.206,1.0,381.185,134.193,1.0,433.325,152.56,1.0,427.867,159.673,1.0,410.733,174.641,1.0
240,339.829,134.268,1.0,351.212,133.25,1.0,380.732,134.295,1.0,433.189,152.744,1.0,427.741,159.587,1.0,411.183,174.923,1.0
241,339.622,134.379,1.0,351.439,133.507,1.0,380.905,134.254,1.0,432.694,153.193,1.0,427.86,159.78,1.0,411.08,174.976,1.0
242,339.838,134.469,1.0,351.14,133.631,1.0,381.209,133.988,1.0,432.05,153.309,1.0,427.992,159.709,1.0,410.728,174.698,1.0
243,339.474,135.102,1.0,351.867,133.344,1.0,381.215,133.865,1.0,430.368,150.971,1.0,427.792,159.785,1.0,410.494,174.413,1.0
244,339.472,135.098,1.0,351.866,133.346,1.0,381.214,133.863,1.0,430.371,150.98,1.0,427.799,159.786,1.0,410.493,174.415,1.0
245,339.717,134.823,1.0,352.32,132.706,1.0,381.011,134.216,1.0,433.79,151.838,1.0,427.865,160.018,1.0,409.991,174.213,1.0
246,339.581,134.922,1.0,352.303,132.802,1.0,380.946,134.064,1.0,434.24,152.606,1.0,427.92,160.109,1.0,410.246,174.361,1.0
247,339.766,135.107,1.0,352.126,133.282,1.0,380.825,134.06,1.0,431.646,152.702,1.0,427.698,159.649,1.0,410.214,174.308,1.0
248,339.821,135.075,1.0,351.907,133.152,1.0,380.709,134.07,1.0,433.083,152.494,1.0,427.766,159.498,1.0,410.255,174.583,1.0
249,339.521,134.808,1.0,352.262,132.915,1.0,381.303,134.294,1.0,434.301,150.364,1.0,425.795,157.887,1.0,410.39,174.581,1.0
250,339.52,134.841,1.0,352.228,132.924,1.0,381.263,134.275,1.0,434.305,150.365,1.0,425.796,157.883,1.0,410.397,174.59,1.0
251,340.206,135.031,1.0,351.643,135.563,1.0,381.026,134.018,1.0,433.593,150.954,1.0,426.356,158.113,1.0,410.25,174.512,1.0
252,339.691,135.465,1.0,351.738,135.976,1.0,381.12,133.695,1.0,433.645,150.996,1.0,426.712,158.352,1.0,410.08,174.559,1.0
253,339.445,135.48,1.0,352.448,133.377,1.0,380.873,133.745,1.0,434.128,150.622,1.0,427.29,158.78,1.0,410.198,174.659,1.0
254,339.439,135.721,1.0,351.691,135.846,1.0,380.593,133.885,1.0,433.784,151.07,1.0,427.465,159.397,1.0,410.407,174.773,1.0
255,434.061,152.186,1.0,427.459,159.66,1.0,410.645,174.887,1.0,339.374,135.626,1.0,352.753,133.63,1.0,380.548,133.927,1.0
256,434.065,152.209,1.0,427.457,159.666,1.0,410.634,174.889,1.0,339.339,135.588,1.0,352.668,133.663,1.0,380.55,133.937,1.0
257,339.265,136.132,1.0,352.365,133.537,1.0,380.388,133.558,1.0,434.014,153.418,1.0,427.626,160.129,1.0,410.606,174.867,1.0
258,342.028,135.803,1.0,350.987,134.468,1.0,380.647,133.502,1.0,433.137,153.132,1.0,427.643,160.15,1.0,410.703,174.748,1.0
259,341.829,136.045,1.0,351.279,134.01,1.0,380.536,133.453,1.0,433.077,152.881,1.0,427.73,160.249,1.0,410.911,175.001,1.0
260,341.658,136.166,1.0,351.767,133.77,1.0,380.238,133.646,1.0,433.23,153.012,1.0,427.877,160.086,1.0,410.998,175.011,1.0
261,341.543,136.14,1.0,351.959,136.103,1.0,380.417,133.772,1.0,433.261,152.625,1.0,427.179,160.103,1.0,410.802,174.792,1.0
262,341.538,136.133,1.0,351.954,136.109,1.0,380.44,133.79,1.0,433.271,152.612,1.0,427.173,160.091,1.0,410.806,174.794,1.0
263,341.317,135.925,1.0,352.979,133.07,1.0,380.527,133.941,1.0,433.94,151.816,1.0,426.806,159.679,1.0,410.831,174.839,1.0
264,434.121,152.024,1.0,426.734,159.816,1.0,411.004,174.987,1.0,339.194,136.66,1.0,352.714,133.041,1.0,380.404,133.891,1.0
265,433.767,151.488,1.0,426.899,159.767,1.0,411.343,175.054,1.0,339.026,136.537,1.0,352.503,133.24,1.0,380.377,134.252,1.0
266,339.709,135.766,1.0,352.518,132.968,1.0,380.606,134.237,1.0,434.314,152.188,1.0,427.129,159.803,1.0,411.746,175.452,1.0
267,339.69,135.464,1.0,351.635,135.015,1.0,380.588,134.143,1.0,434.02,152.635,1.0,427.011,160.26,1.0,411.611,175.433,1.0
268,339.723,135.49,1.0,351.683,135.047,1.0,380.583,134.148,1.0,434.026,152.634,1.0,427.013,160.261,1.0,411.615,175.44,1.0
269,339.342,136.552,1.0,351.277,135.132,1.0,380.238,134.571,1.0,432.688,153.082,1.0,427.357,160.548,1.0,411.699,175.279,1.0
270,339.348,136.792,1.0,352.423,132.93,1.0,380.132,134.227,1.0,433.044,152.872,1.0,427.784,160.151,1.0,411.578,175.255,1.0
271,339.696,136.436,1.0,352.11,134.946,1.0,380.57,133.745,1.0,433.212,152.951,1.0,428.108,159.764,1.0,411.175,174.679,1.0
272,339.678,135.597,1.0,353.065,132.255,1.0,380.563,133.766,1.0,433.401,152.858,1.0,428.264,159.786,1.0,411.089,174.698,1.0
273,339.271,135.58,1.0,352.297,132.377,1.0,380.541,133.846,1.0,433.474,152.934,1.0,428.134,159.985,1.0,411.218,174.835,1.0
274,339.269,135.573,1.0,352.3,132.375,1.0,380.538,133.844,1.0,433.48,152.932,1.0,428.135,159.986,1.0,411.216,174.835,1.0
275,339.271,135.662,1.0,350.787,134.813,1.0,380.842,134.69,1.0,434.915,151.291,1.0,426.901,158.466,1.0,411.254,175.091,1.0
276,339.632,135.133,1.0,351.286,135.056,1.0,380.93,134.607,1.0,433.917,151.663,1.0,426.206,158.766,1.0,411.079,174.91,1.0
277,339.563,134.657,1.0,352.127,134.892,1.0,381.385,134.637,1.0,433.907,151.488,1.0,426.091,158.774,1.0,411.084,174.892,1.0
278,339.858,134.371,1.0,351.419,134.585,1.0,381.222,134.753,1.0,433.928,151.17,1.0,425.927,158.59,1.0,411.077,174.727,1.0
279,339.879,134.531,1.0,351.088,134.538,1.0,380.858,134.707,1.0,433.243,152.118,1.0,426.99,159.591,1.0,411.132,174.732,1.0
280,339.884,134.529,1.0,351.086,134.536,1.0,380.858,134.708,1.0,433.242,152.123,1.0,426.986,159.593,1.0,411.135,174.726,1.0
281,339.77,134.793,1.0,352.456,134.717,1.0,380.769,134.664,1.0,432.203,153.118,1.0,428.01,160.192,1.0,410.927,174.503,1.0
282,339.907,134.554,1.0,351.88,134.545,1.0,380.551,134.866,1.0,434.181,152.438,1.0,428.103,160.062,1.0,410.931,174.352,1.0
283,340.164,135.086,1.0,352.465,134.691,1.0,380.794,134.785,1.0,434.383,153.262,1.0,427.893,160.291,1.0,411.165,174.567,1.0
284,340.184,135.393,1.0,352.606,134.558,1.0,380.88,134.833,1.0,434.787,153.942,1.0,427.499,160.117,1.0,411.03,174.613,1.0
285,340.174,135.825,1.0,352.477,134.857,1.0,380.762,134.694,1.0,434.814,153.154,1.0,427.606,160.097,1.0,411.226,174.774,1.0
286,340.178,135.823,1.0,352.469,134.855,1.0,380.763,134.684,1.0,434.802,153.15,1.0,427.592,160.05,1.0,411.354,174.811,1.0
287,340.088,136.085,1.0,352.191,135.194,1.0,380.788,134.745,1.0,435.191,151.405,1.0,427.877,158.859,1.0,411.167,174.858,1.0
288,339.773,135.439,1.0,352.743,132.759,1.0,380.65,134.79,1.0,434.783,151.732,1.0,427.843,158.546,1.0,411.056,174.882,1.0
289,339.798,134.839,1.0,352.523,132.554,1.0,380.963,134.53,1.0,434.754,151.636,1.0,427.606,158.282,1.0,411.25,174.972,1.0
290,339.332,135.73,1.0,351.555,133.095,1.0,380.642,134.068,1.0,434.215,150.995,1.0,426.956,158.255,1.0,411.22,174.755,1.0
291,339.051,136.211,1.0,350.69,133.34,1.0,380.543,134.272,1.0,433.631,151.481,1.0,426.637,158.668,1.0,411.337,174.735,1.0
292,339.044,136.207,1.0,350.707,133.314,1.0,380.541,134.285,1.0,433.628,151.474,1.0,426.644,158.646,1.0,411.294,174.711,1.0
293,341.052,135.054,1.0,351.194,133.692,1.0,380.477,134.256,1.0,433.703,150.923,1.0,426.538,158.301,1.0,411.522,174.708,1.0
294,339.973,137.046,1.0,352.363,133.027,1.0,379.654,134.48,1.0,433.96,151.526,1.0,427.371,158.71,1.0,411.883,174.803,1.0
295,339.233,137.08,1.0,351.197,135.546,1.0,379.66,134.432,1.0,434.27,151.708,1.0,427.711,159.062,1.0,411.877,174.81,1.0
296,338.562,137.014,1.0,351.397,133.426,1.0,379.486,134.285,1.0,434.199,151.342,1.0,427.832,158.45,1.0,411.831,174.736,1.0
297,341.095,135.062,1.0,351.644,133.258,1.0,379.42,133.739,1.0,434.046,151.658,1.0,428.11,158.607,1.0,411.684,174.603,1.0
298,341.115,135.052,1.0,351.559,133.284,1.0,379.412,133.726,1.0,434.051,151.661,1.0,428.102,158.608,1.0,411.678,174.615,1.0
299,339.244,137.054,1.0,351.223,135.91,1.0,379.655,133.883,1.0,433.385,152.579,1.0,428.696,159.373,1.0,411.287,174.861,1.0
300,338.947,136.529,1.0,351.709,133.293,1.0,379.853,133.453,1.0,433.7,151.521,1.0,428.294,159.226,1.0,410.944,174.798,1.0
301,338.981,136.855,1.0,351.942,133.337,1.0,379.951,133.627,1.0,434.46,151.219,1.0,428.158,158.807,1.0,410.716,174.661,1.0
302,338.908,136.869,1.0,351.436,133.478,1.0,379.695,133.943,1.0,435.602,150.615,1.0,427.609,158.082,1.0,410.756,174.91,1.0
303,338.825,137.043,1.0,351.888,133.341,1.0,380.171,134.012,1.0,435.346,150.365,1.0,426.877,158.066,1.0,410.788,174.961,1.0
304,338.828,137.131,1.0,351.772,133.467,1.0,380.136,134.028,1.0,435.336,150.358,1.0,426.881,158.05,1.0,410.82,174.957,1.0
305,338.904,137.392,1.0,351.477,133.576,1.0,380.462,134.027,1.0,435.204,150.256,1.0,426.964,158.25,1.0,411.039,174.973,1.0
306,339.117,136.867,1.0,351.739,133.535,1.0,380.325,134.001,1.0,434.462,150.667,1.0,426.754,158.728,1.0,411.138,174.877,1.0
